utt_id,primary_language,family,gender,duration_s,reference_text,reference_normalized,hypothesis_text,hypothesis_normalized,wer,n_sub,n_del,n_ins,ref_len_words
svarah_00070,Maithili,Indo-Aryan,Male,17.75,And Taruah is something in which any vegetable is fried or some of the leaves like there is one leaf called known as Tilkor.,and taruah is something in which any vegetable is fried or some of the leaves like there is one leaf called known as tilkor,"And tarua is something in which any vegetable is fried, or some of the leaves. Like there is one leaf called oneestil cure.",and tarua is something in which any vegetable is fried or some of the leaves like there is one leaf called oneestil cure,0.16666666666666666,3,1,0,24
svarah_00071,Punjabi,Indo-Aryan,Female,4.8235,"end of the year which are a source of great joy and fun, especially for the kids.",end of the year which are a source of great joy and fun especially for the kids,"End of the year, which are a source of great joy and fun, especially for the kids.",end of the year which are a source of great joy and fun especially for the kids,0.0,0,0,0,17
svarah_00072,Konkani,Indo-Aryan,Male,5.0270625,The government of Goa and the tourism department must promote these places,the government of goa and the tourism department must promote these places,The government of Goa and the tourism department must promote these places.,the government of goa and the tourism department must promote these places,0.0,0,0,0,12
svarah_00076,Odia,Indo-Aryan,Male,0.3774375,Stop,stop,Stop.,stop,0.0,0,0,0,1
svarah_00080,Konkani,Indo-Aryan,Male,5.593125,"Again, Dayanand was well received and the Rajkot group elected to join his cause.",again dayanand was well received and the rajkot group elected to join his cause,"Again, Dianon was well received, and the Rashid Group elected to join his cause.",again dianon was well received and the rashid group elected to join his cause,0.14285714285714285,2,0,0,14
svarah_00085,Hindi,Indo-Aryan,Male,3.9696875,invest in mutual funds where risk is low.,invest in mutual funds where risk is low,Invest in mutual funds where risk is low.,invest in mutual funds where risk is low,0.0,0,0,0,8
svarah_00087,Urdu,Indo-Aryan,Male,1.9818125,on both the sides of river,on both the sides of river,On both the sides of river.,on both the sides of river,0.0,0,0,0,6
svarah_00089,Gujarati,Indo-Aryan,Female,4.067625,main medium of communication has been Gujarati,main medium of communication has been gujarati,Main medium of communication has been Gujarati.,main medium of communication has been gujarati,0.0,0,0,0,7
svarah_00091,Nepali,Indo-Aryan,Male,3.24325,What's my Fin care is Small Finance Bank account balance?,what's my fin care is small finance bank account balance,What's my FinCare small finance bank account balance?,what's my fincare small finance bank account balance,0.3,1,2,0,10
svarah_00092,Maithili,Indo-Aryan,Male,6.4229375,"It was a capital of Raj, Dharbhanga, an estate established in the 16th century.",it was a capital of raj dharbhanga an estate established in the 16th century,"It was a capital of Rajdhangga, an state established in the sixteenth century.",it was a capital of rajdhangga an state established in the sixteenth century,0.2857142857142857,3,1,0,14
svarah_00093,Telugu,Dravidian,Female,1.666125,define the word novel,define the word novel,Define the word novel.,define the word novel,0.0,0,0,0,4
svarah_00098,Kashmiri,Indo-Aryan,Female,5.21525,Anurag Kashyap is an Indian filmmaker and actor known for his works in Hindi cinema.,anurag kashyap is an indian filmmaker and actor known for his works in hindi cinema,Anurag Kashyap is an Indian filmmaker and actor known for his works in Hindi cinema.,anurag kashyap is an indian filmmaker and actor known for his works in hindi cinema,0.0,0,0,0,15
svarah_00107,Telugu,Dravidian,Female,5.25525,Do I have enough money in my SBI account to make a transaction of 400 Rs ?,do i have enough money in my sbi account to make a transaction of 400 rs,Do I have enough money in my S B I account to make a transaction of four hundred rupees?,do i have enough money in my s b i account to make a transaction of four hundred rupees,0.375,3,0,3,16
svarah_00108,Assamese,Indo-Aryan,Female,2.2385625,Can you speak five district names?,can you speak five district names,Can you speak five district names?,can you speak five district names,0.0,0,0,0,6
svarah_00111,Malayalam,Dravidian,Male,1.1205,your singing technique,your singing technique,Your singing technique.,your singing technique,0.0,0,0,0,3
svarah_00113,Telugu,Dravidian,Male,1.2201875,what is the weather like,what is the weather like,What is the weather like?,what is the weather like,0.0,0,0,0,5
svarah_00114,Sindhi,Indo-Aryan,Male,3.104625,what's the recipe for pasta sauce,what's the recipe for pasta sauce,What's the recipe for pasta sauce,what's the recipe for pasta sauce,0.0,0,0,0,6
svarah_00115,Urdu,Indo-Aryan,Male,1.050125,etc,etc,Etc.,etc,0.0,0,0,0,1
svarah_00118,Tamil,Dravidian,Female,9.166,The season or the climate in my district is generally dry and it's a comfortable weather. It's not very sunny or very cold.,the season or the climate in my district is generally dry and it's a comfortable weather it's not very sunny or very cold,"The season or the climate in my district is generally dry, and it's a comfortable weather. It's not very sunny or very cold.",the season or the climate in my district is generally dry and it's a comfortable weather it's not very sunny or very cold,0.0,0,0,0,23
svarah_00119,Bengali,Indo-Aryan,Male,22.449875,"My favorite English TV show is Breaking Bad. I didn't watch it live when it started broadcasting, but I watched it later and when I watched it there were five seasons and it was extremely thrilling, grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise.",my favorite english tv show is breaking bad i didn't watch it live when it started broadcasting but i watched it later and when i watched it there were five seasons and it was extremely thrilling grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise,"My favorite English TV show is Breaking Bad. I didn't watch it live when it started broadcasting, but I watched it later. And when I watched it, there were five seasons, and it was extremely thrilling, grippy, and all the familiar issues and other external societal issues has been addressed with such a great expertise.",my favorite english tv show is breaking bad i didn't watch it live when it started broadcasting but i watched it later and when i watched it there were five seasons and it was extremely thrilling grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise,0.0,0,0,0,55
svarah_00124,Gujarati,Indo-Aryan,Male,8.4653125,In my district there are significant amount of English medium and Gujarati medium schools,in my district there are significant amount of english medium and gujarati medium schools,"In my district, there are significant amount of English medium and Gujarati medium schools.",in my district there are significant amount of english medium and gujarati medium schools,0.0,0,0,0,14
svarah_00125,Telugu,Dravidian,Female,4.7889375,A substitution of an entire unit at once is called a line change.,a substitution of an entire unit at once is called a line change,A substitution of an entire unit at once is called a line change.,a substitution of an entire unit at once is called a line change,0.0,0,0,0,13
svarah_00126,Bengali,Indo-Aryan,Male,3.0620625,Technology has severely impacted the field of photography,technology has severely impacted the field of photography,Technology has severely impacted the field of photography.,technology has severely impacted the field of photography,0.0,0,0,0,8
svarah_00130,Urdu,Indo-Aryan,Male,6.2666875,The promotion of consumption patterns characterized by over-exploitation,the promotion of consumption patterns characterized by over exploitation,The promotion of consumption patterns characterized by overexploitation.,the promotion of consumption patterns characterized by overexploitation,0.2222222222222222,1,1,0,9
svarah_00132,Nepali,Indo-Aryan,Female,0.8499375,in,in,In.,in,0.0,0,0,0,1
svarah_00135,Dogri,Indo-Aryan,Male,1.11025,4 October,4 october,Four October.,four october,0.5,1,0,0,2
svarah_00136,Maithili,Indo-Aryan,Female,1.9326875,what alarms have been set for me,what alarms have been set for me,What alarms have been set for me?,what alarms have been set for me,0.0,0,0,0,7
svarah_00137,Gujarati,Indo-Aryan,Female,4.1276875,"Yes, I have read a book other than my native language",yes i have read a book other than my native language,"Yes, I have read a book other than my native language.",yes i have read a book other than my native language,0.0,0,0,0,11
svarah_00140,Maithili,Indo-Aryan,Male,0.4999375,Tikri,tikri,Tikri.,tikri,0.0,0,0,0,1
svarah_00144,Konkani,Indo-Aryan,Male,2.0,churches across the state,churches across the state,Churches across the state.,churches across the state,0.0,0,0,0,4
svarah_00146,Dogri,Indo-Aryan,Male,3.8480625,"which are especially celebrated with full swings in our state, Jammu and Kashmir are",which are especially celebrated with full swings in our state jammu and kashmir are,"Which are specially celebrated with full swings in our state, Jammu and Kashmir, or",which are specially celebrated with full swings in our state jammu and kashmir or,0.14285714285714285,2,0,0,14
svarah_00150,Nepali,Indo-Aryan,Male,7.4143125,"of her life, how she became a writer from a poor dump.",of her life how she became a writer from a poor dump,"Of her life, how she became a writer from a poor, dumbed.",of her life how she became a writer from a poor dumbed,0.08333333333333333,1,0,0,12
svarah_00153,Punjabi,Indo-Aryan,Female,8.68,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.",in punjab so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of the five thousand to ten thousand.",in punjab so many hockey stadium and cycling velodrome with the capacity of the five thousand to ten thousand,0.3125,2,0,3,16
svarah_00162,Bengali,Indo-Aryan,Male,0.65325,newspaper,newspaper,Newspaper.,newspaper,0.0,0,0,0,1
svarah_00163,Telugu,Dravidian,Female,0.56525,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00164,Odia,Indo-Aryan,Male,15.870625,Can you check if the OTP 647399 is still valid for vaccine registration for user with phone number 71615084958,can you check if the otp 647399 is still valid for vaccine registration for user with phone number 71615084958,Can you check if the OTP six four seven three double nine is still valid for vaccine registration for user with the phone number seven one six one five zero eight four nine five eight,can you check if the otp six four seven three double nine is still valid for vaccine registration for user with the phone number seven one six one five zero eight four nine five eight,0.9473684210526315,2,0,16,19
svarah_00165,Assamese,Indo-Aryan,Male,4.3510625,and ask deeply personal questions or anything relating to finance.,and ask deeply personal questions or anything relating to finance,And ask deeply personal questions or anything relating to finance.,and ask deeply personal questions or anything relating to finance,0.0,0,0,0,10
svarah_00168,Konkani,Indo-Aryan,Male,4.3731875,The brand of Ambipur Car Freshener Gel I recieved is not correct,the brand of ambipur car freshener gel i recieved is not correct,The brand of M B P O car freshener gel I received is not correct.,the brand of m b p o car freshener gel i received is not correct,0.4166666666666667,2,0,3,12
svarah_00169,Gujarati,Indo-Aryan,Male,5.4046875,There was a movie called What's your Raashee which was based on that book.,there was a movie called what's your raashee which was based on that book,There was a movie called What's Your Race? Which was which was based on that book.,there was a movie called what's your race which was which was based on that book,0.21428571428571427,1,0,2,14
svarah_00170,Tamil,Dravidian,Male,0.173625,Off,off,Oh.,oh,1.0,1,0,0,1
svarah_00173,Malayalam,Dravidian,Male,6.0723125,"How is the English language used in the media such as radio, television and print?",how is the english language used in the media such as radio television and print,"How is the English language used in the media, such as radio, television, and print?",how is the english language used in the media such as radio television and print,0.0,0,0,0,15
svarah_00177,Malayalam,Dravidian,Male,0.530375,Dog,dog,Dog.,dog,0.0,0,0,0,1
svarah_00184,Odia,Indo-Aryan,Female,0.42075,One,one,One.,one,0.0,0,0,0,1
svarah_00185,Assamese,Indo-Aryan,Male,1.895125,Stop processing the payment for Amazon,stop processing the payment for amazon,Stop processing the payment for Amazon.,stop processing the payment for amazon,0.0,0,0,0,6
svarah_00189,Bodo,Sino-Tibetan,Male,8.826,is the largest state in northeast India and lies in the middle reach of the river Brahmaputra and Barak,is the largest state in northeast india and lies in the middle reach of the river brahmaputra and barak,"Is the largest state in northeast India and lies in the middle reaches of the Ribal Gramaputra, and Barap.",is the largest state in northeast india and lies in the middle reaches of the ribal gramaputra and barap,0.21052631578947367,4,0,0,19
svarah_00191,Malayalam,Dravidian,Female,9.38375,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",christmas is observed with great merriment by christians of various denominations including catholics and protestants throughout assam,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants throughout Assam.",christmas is observed with great merriment by christians of various denominations including catholics and protestants throughout assam,0.0,0,0,0,17
svarah_00194,Kannada,Dravidian,Male,0.5214375,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00195,Kannada,Dravidian,Male,5.864125,as my profession was in chemistry and chemical engineering,as my profession was in chemistry and chemical engineering,As my profession was in chemistry and chemical engineering.,as my profession was in chemistry and chemical engineering,0.0,0,0,0,9
svarah_00199,Telugu,Dravidian,Female,6.088875,"Padmavati, Venkateshwar Rao, Kalyan Chakravarty, Jhansi Lakshmi, Meenakshi.",padmavati venkateshwar rao kalyan chakravarty jhansi lakshmi meenakshi,"Padmavati, Vengadeshwar Rao, Kalyan Chakravarti, Janse Lakshmi, Meenakshi.",padmavati vengadeshwar rao kalyan chakravarti janse lakshmi meenakshi,0.375,3,0,0,8
svarah_00200,Punjabi,Indo-Aryan,Female,7.204625,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district",most people here are engaged in businesses of various sorts which contribute greatly to the overall economy of the district,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district.",most people here are engaged in businesses of various sorts which contribute greatly to the overall economy of the district,0.0,0,0,0,20
svarah_00204,Gujarati,Indo-Aryan,Male,6.9871875,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra,can you list all the paid vaccination centres for age group 18 years in district chatra,Can you list all the paid vaccination centers for age group eighteen plus years in District Chhatra?,can you list all the paid vaccination centers for age group eighteen plus years in district chhatra,0.25,3,0,1,16
svarah_00206,Malayalam,Dravidian,Female,0.4315625,Visual,visual,Vishwa.,vishwa,1.0,1,0,0,1
svarah_00208,Urdu,Indo-Aryan,Female,0.464125,Agree,agree,Agree.,agree,0.0,0,0,0,1
svarah_00209,Tamil,Dravidian,Female,9.7029375,Can you list all the vaccination centres where Booster Dose of COVOVAX is available for age groups 15-17 years,can you list all the vaccination centres where booster dose of covovax is available for age groups 15 17 years,Can you list all the vaccination centers where booster dose of COVAX is available for age groups fifteen to seventeen years?,can you list all the vaccination centers where booster dose of covax is available for age groups fifteen to seventeen years,0.25,4,0,1,20
svarah_00211,Bengali,Indo-Aryan,Male,0.592125,Next,next,Next.,next,0.0,0,0,0,1
svarah_00213,Bengali,Indo-Aryan,Male,0.865875,Moby Dick,moby dick,Movie.,movie,1.0,1,1,0,2
svarah_00214,Dogri,Indo-Aryan,Female,12.2610625,"Has the payment been confirmed for my order containing Farmveda Choco Peanuts , American Garden Microwave Popcorn and Natureland Organics Black Pepper",has the payment been confirmed for my order containing farmveda choco peanuts american garden microwave popcorn and natureland organics black pepper,"Has the payment been confirmed for my order containing, Farm with our cocoa peanuts, American Garden microwave, popcorn, and Natureland Organics black pepper?",has the payment been confirmed for my order containing farm with our cocoa peanuts american garden microwave popcorn and natureland organics black pepper,0.19047619047619047,2,0,2,21
svarah_00215,Odia,Indo-Aryan,Female,4.0385,Remove my finger print from PayPal and keep PIN option only!,remove my finger print from paypal and keep pin option only,Remove my fingerprint from PayPal and keep pin option only.,remove my fingerprint from paypal and keep pin option only,0.18181818181818182,1,1,0,11
svarah_00218,Telugu,Dravidian,Female,0.78375,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00219,Bodo,Sino-Tibetan,Male,0.515125,Bird,bird,Bird.,bird,0.0,0,0,0,1
svarah_00221,Assamese,Indo-Aryan,Male,4.881,The items Pediasure Balanced Nutritional Powder,the items pediasure balanced nutritional powder,The items produce balanced nutritional powder herbal.,the items produce balanced nutritional powder herbal,0.3333333333333333,1,0,1,6
svarah_00222,Kannada,Dravidian,Female,5.259375,"though okay, but making it compulsory or a kind of",though okay but making it compulsory or a kind of,"Though okay, but making it compulsory or a kind of.",though okay but making it compulsory or a kind of,0.0,0,0,0,10
svarah_00223,Punjabi,Indo-Aryan,Female,5.7989375,"Besides, there are 32 dormitories that can accommodate 1,000 people.",besides there are 32 dormitories that can accommodate 1 000 people,"Besides, there are thirty-two dormitories that can accommodate thousand people.",besides there are thirty two dormitories that can accommodate thousand people,0.36363636363636365,2,1,1,11
svarah_00226,Malayalam,Dravidian,Female,10.8981875,"Later, if we compare the English language to other languages such as Malayalam, Hindi, Tamil, etc",later if we compare the english language to other languages such as malayalam hindi tamil etc,"Later, if we compare English language to other languages such as Malayalam, Hindi, Tamil, etc.",later if we compare english language to other languages such as malayalam hindi tamil etc,0.0625,0,1,0,16
svarah_00233,Kannada,Dravidian,Female,5.98025,But the particular importance is given to the families with the BPL cards,but the particular importance is given to the families with the bpl cards,But the particular importance is given to the families with the BPL cards.,but the particular importance is given to the families with the bpl cards,0.0,0,0,0,13
svarah_00238,Malayalam,Dravidian,Female,7.8,"still here, like that the Roman and Greek gods are still among us even in the modern",still here like that the roman and greek gods are still among us even in the modern,"Still here, like you know, that the Roman and Greek gods are still among us, even in the modern.",still here like you know that the roman and greek gods are still among us even in the modern,0.11764705882352941,0,0,2,17
svarah_00245,Maithili,Indo-Aryan,Male,25.0050625,"I later realized when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station, Rs. 20 was being taken for Rs. 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",i later realized when i had left when i came back there a gentleman had deposited my wallet at the bus stand office it was a pleasant experience for me i remember another experience where at malda station rs 20 was being taken for rs 15 water bottle and on protesting the vendor went on a rampage the local people saved us,"A letter arrived when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station. Rupees twenty was being taken for rupees fifteen water bottle, and on protesting, the vendor went on a rampage. The local people saved us.",a letter arrived when i had left when i came back there a gentleman had deposited my wallet at the bus stand office it was a pleasant experience for me i remember another experience where at malda station rupees twenty was being taken for rupees fifteen water bottle and on protesting the vendor went on a rampage the local people saved us,0.11290322580645161,7,0,0,62
svarah_00249,Kashmiri,Indo-Aryan,Female,0.297,Up,up,Up.,up,0.0,0,0,0,1
svarah_00254,Marathi,Indo-Aryan,Female,3.25825,Can I invest in mutual funds through my Google Pay,can i invest in mutual funds through my google pay,Can I invest in mutual funds through my Google Pay?,can i invest in mutual funds through my google pay,0.0,0,0,0,10
svarah_00256,Bengali,Indo-Aryan,Female,5.48,"or it was on some occasion, especially during the Durga",or it was on some occasion especially during the durga,"Or it was for some on some occasion, especially during the during the.",or it was for some on some occasion especially during the during the,0.4,1,0,3,10
svarah_00259,Tamil,Dravidian,Female,3.1883125,"I used, it is very much helpful",i used it is very much helpful,"I used, it is very much helpful.",i used it is very much helpful,0.0,0,0,0,7
svarah_00260,Gujarati,Indo-Aryan,Male,5.5070625,A few tributaries form marshy land in early dry season due to natural seepage,a few tributaries form marshy land in early dry season due to natural seepage,A few tributaries form marshy land in early dry season due to natural sea breeze.,a few tributaries form marshy land in early dry season due to natural sea breeze,0.14285714285714285,1,0,1,14
svarah_00261,Tamil,Dravidian,Female,16.4194375,"Another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water",another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources water being the main resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water,"Another issue is the rise of resorts and entertainment centers, which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource, and villagers have faced major issues due to critically low levels of available groundwater.",another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources water being the main resorts have misused this resource and villagers have faced major issues due to critically low levels of available groundwater,0.075,2,1,0,40
svarah_00266,Kashmiri,Indo-Aryan,Female,2.624375,"Alexa,I need a six am wake up call.",alexa i need a six am wake up call,"Alexa, I need a six AM wake up call.",alexa i need a six am wake up call,0.0,0,0,0,9
svarah_00267,Bengali,Indo-Aryan,Male,2.366125,"English is the preferred medium, but",english is the preferred medium but,"English is the preferred medium, but.",english is the preferred medium but,0.0,0,0,0,6
svarah_00269,Konkani,Indo-Aryan,Female,1.8738125,to UPI id,to upi id,Two U P I I D.,two u p i i d,2.0,3,0,3,3
svarah_00270,Kannada,Dravidian,Female,1.179875,in Karnataka,in karnataka,In Karnataka.,in karnataka,0.0,0,0,0,2
svarah_00273,Gujarati,Indo-Aryan,Female,0.641125,Bhajan,bhajan,Virgin.,virgin,1.0,1,0,0,1
svarah_00279,Urdu,Indo-Aryan,Male,5.1274375,Change my JIO Money lock from phone's password to a NUMBER-digit pin.,change my jio money lock from phone's password to a number digit pin,Change my geo money lock from phone's password to a number digit pin.,change my geo money lock from phone's password to a number digit pin,0.07692307692307693,1,0,0,13
svarah_00281,Gujarati,Indo-Aryan,Male,2.8975625,"As you sow, so shall you reap.",as you sow so shall you reap,"As you saw, so shall you reap.",as you saw so shall you reap,0.14285714285714285,1,0,0,7
svarah_00284,Urdu,Indo-Aryan,Male,4.0454375,it is India's first UNESCO World Heritage City,it is india's first unesco world heritage city,It is India's first UNESCO World Heritage City.,it is india's first unesco world heritage city,0.0,0,0,0,8
svarah_00287,Marathi,Indo-Aryan,Male,1.971625,which is supplied to sugar mills,which is supplied to sugar mills,Which is supplied to sugar mills.,which is supplied to sugar mills,0.0,0,0,0,6
svarah_00288,Assamese,Indo-Aryan,Male,3.057875,Can I invest in mutual funds through my Yono SBI,can i invest in mutual funds through my yono sbi,Can I invest in mutual funds through my Y N O S B I,can i invest in mutual funds through my y n o s b i,0.6,2,0,4,10
svarah_00290,Telugu,Dravidian,Female,0.8258125,Bharti,bharti,Barathe.,barathe,1.0,1,0,0,1
