utt_id,primary_language,family,gender,duration_s,reference_text,reference_normalized,hypothesis_text,hypothesis_normalized,wer,n_sub,n_del,n_ins,ref_len_words
svarah_00034,Kashmiri,Indo-Aryan,Female,5.0868125,"Through poetry, I can put my thoughts on a display more creatively.",through poetry i can put my thoughts on a display more creatively,"to avoid tree, I can put my thoughts on a display more creatively.",to avoid tree i can put my thoughts on a display more creatively,0.25,2,0,1,12
svarah_00035,Malayalam,Dravidian,Female,1.5471875,The main food of,the main food of,The main foot of,the main foot of,0.25,1,0,0,4
svarah_00036,Nepali,Indo-Aryan,Male,10.13425,who is physically challenged or disordered in real life but with the guts and a great contribution in the literature,who is physically challenged or disordered in real life but with the guts and a great contribution in the literature,"with physical intelligence or disorder in real life, but with the guts and great contribution in literature.",with physical intelligence or disorder in real life but with the guts and great contribution in literature,0.35,4,3,0,20
svarah_00040,Hindi,Indo-Aryan,Female,9.697,Can you list all the vaccination centres where First Dose of COVAXIN is available for age groups 15-17 years,can you list all the vaccination centres where first dose of covaxin is available for age groups 15 17 years,Can you list all the vaccinations and doors where first doors of co-vaccine is available for age groups 15 to 17 years?,can you list all the vaccinations and doors where first doors of co vaccine is available for age groups 15 to 17 years,0.35,4,0,3,20
svarah_00044,Kashmiri,Indo-Aryan,Female,6.55,"In the university, I learned the technicalities of language since I am a linguistics student.",in the university i learned the technicalities of language since i am a linguistics student,In the University I learned the technicalities of language and time of linguistics student.,in the university i learned the technicalities of language and time of linguistics student,0.26666666666666666,3,1,0,15
svarah_00045,Malayalam,Dravidian,Female,11.12,"embroidery. And there we use to teach us the basic embroidery patterns like running stage,",embroidery and there we use to teach us the basic embroidery patterns like running stage,embroidery and there you these two teachers the basic embroidery pattern like running stage,embroidery and there you these two teachers the basic embroidery pattern like running stage,0.4,5,1,0,15
svarah_00051,Gujarati,Indo-Aryan,Male,12.4730625,And not much is left at the behest of the writer or author and grammar punctuation is very well structured and written and documented as well,and not much is left at the behest of the writer or author and grammar punctuation is very well structured and written and documented as well,And not much is left at the behest of the writer or author. And the grammar punctuation is very very structured and written and documented as well.,and not much is left at the behest of the writer or author and the grammar punctuation is very very structured and written and documented as well,0.07692307692307693,1,0,1,26
svarah_00055,Telugu,Dravidian,Female,9.2244375,You are 2 hours late than the delivery time for my products Pantene Bamboo Shampoo and 24 Mantra Chana Dal,you are 2 hours late than the delivery time for my products pantene bamboo shampoo and 24 mantra chana dal,You are too hours late than the delivery time for my products. Panting bamboo shampoo and 24 month rachana dal.,you are too hours late than the delivery time for my products panting bamboo shampoo and 24 month rachana dal,0.2,4,0,0,20
svarah_00058,Kashmiri,Indo-Aryan,Male,2.589375,show me what day the thirty first is on,show me what day the thirty first is on,Show me what day the 31st is on.,show me what day the 31st is on,0.2222222222222222,1,1,0,9
svarah_00062,Kashmiri,Indo-Aryan,Female,6.7960625,The intricate yet beautiful floral motifs on paper mashi products are in,the intricate yet beautiful floral motifs on paper mashi products are in,The intricate yet beautiful floral motifs on paper marshy products are in,the intricate yet beautiful floral motifs on paper marshy products are in,0.08333333333333333,1,0,0,12
svarah_00063,Odia,Indo-Aryan,Male,6.56,So there are a lot of beaches throughout the eastern coastline of Odisha.,so there are a lot of beaches throughout the eastern coastline of odisha,So there are a lot of beaches throughout the eastern coastline of Odessa.,so there are a lot of beaches throughout the eastern coastline of odessa,0.07692307692307693,1,0,0,13
svarah_00065,Maithili,Indo-Aryan,Female,1.427,I use some words,i use some words,I use some birds.,i use some birds,0.25,1,0,0,4
svarah_00068,Kannada,Dravidian,Female,4.14975,with the leading newspapers such as Bangalore Mirror,with the leading newspapers such as bangalore mirror,with the leading newspapers such as Bangalore Mirror.,with the leading newspapers such as bangalore mirror,0.0,0,0,0,8
svarah_00070,Maithili,Indo-Aryan,Male,17.75,And Taruah is something in which any vegetable is fried or some of the leaves like there is one leaf called known as Tilkor.,and taruah is something in which any vegetable is fried or some of the leaves like there is one leaf called known as tilkor,And Thurwa is something in which any vegetable is fried or some of the leaves like there is one leaf called Nondasthilkur.,and thurwa is something in which any vegetable is fried or some of the leaves like there is one leaf called nondasthilkur,0.16666666666666666,2,2,0,24
svarah_00071,Punjabi,Indo-Aryan,Female,4.8235,"end of the year which are a source of great joy and fun, especially for the kids.",end of the year which are a source of great joy and fun especially for the kids,end of the year which are the source of great joy and fun especially for the kids.,end of the year which are the source of great joy and fun especially for the kids,0.058823529411764705,1,0,0,17
svarah_00072,Konkani,Indo-Aryan,Male,5.0270625,The government of Goa and the tourism department must promote these places,the government of goa and the tourism department must promote these places,the government of Gova and the tourism department must promote these places.,the government of gova and the tourism department must promote these places,0.08333333333333333,1,0,0,12
svarah_00076,Odia,Indo-Aryan,Male,0.3774375,Stop,stop,Stop.,stop,0.0,0,0,0,1
svarah_00080,Konkani,Indo-Aryan,Male,5.593125,"Again, Dayanand was well received and the Rajkot group elected to join his cause.",again dayanand was well received and the rajkot group elected to join his cause,"Again, Diana was well received and the Ratchkod group elected to join his cause.",again diana was well received and the ratchkod group elected to join his cause,0.14285714285714285,2,0,0,14
svarah_00085,Hindi,Indo-Aryan,Male,3.9696875,invest in mutual funds where risk is low.,invest in mutual funds where risk is low,invest in mutual funds where risk is low.,invest in mutual funds where risk is low,0.0,0,0,0,8
svarah_00087,Urdu,Indo-Aryan,Male,1.9818125,on both the sides of river,on both the sides of river,on both the sides of the river.,on both the sides of the river,0.16666666666666666,0,0,1,6
svarah_00089,Gujarati,Indo-Aryan,Female,4.067625,main medium of communication has been Gujarati,main medium of communication has been gujarati,Main medium of communication has been Gujrathi.,main medium of communication has been gujrathi,0.14285714285714285,1,0,0,7
svarah_00091,Nepali,Indo-Aryan,Male,3.24325,What's my Fin care is Small Finance Bank account balance?,what's my fin care is small finance bank account balance,What's my fincare small finance bank account balance?,what's my fincare small finance bank account balance,0.3,1,2,0,10
svarah_00092,Maithili,Indo-Aryan,Male,6.4229375,"It was a capital of Raj, Dharbhanga, an estate established in the 16th century.",it was a capital of raj dharbhanga an estate established in the 16th century,It was a capital of Raj Drabhanga and the state established in the 16th century.,it was a capital of raj drabhanga and the state established in the 16th century,0.2857142857142857,3,0,1,14
svarah_00093,Telugu,Dravidian,Female,1.666125,define the word novel,define the word novel,define the word novel.,define the word novel,0.0,0,0,0,4
svarah_00098,Kashmiri,Indo-Aryan,Female,5.21525,Anurag Kashyap is an Indian filmmaker and actor known for his works in Hindi cinema.,anurag kashyap is an indian filmmaker and actor known for his works in hindi cinema,Anuraka's shop is an Indian filmmaker and actor known for his works in Hindi cinema.,anuraka's shop is an indian filmmaker and actor known for his works in hindi cinema,0.13333333333333333,2,0,0,15
svarah_00107,Telugu,Dravidian,Female,5.25525,Do I have enough money in my SBI account to make a transaction of 400 Rs ?,do i have enough money in my sbi account to make a transaction of 400 rs,Do I have enough money in my SBI account to make a transaction of 400 rupees?,do i have enough money in my sbi account to make a transaction of 400 rupees,0.0625,1,0,0,16
svarah_00108,Assamese,Indo-Aryan,Female,2.2385625,Can you speak five district names?,can you speak five district names,can you speak pipe district names?,can you speak pipe district names,0.16666666666666666,1,0,0,6
svarah_00111,Malayalam,Dravidian,Male,1.1205,your singing technique,your singing technique,your singing technique.,your singing technique,0.0,0,0,0,3
svarah_00113,Telugu,Dravidian,Male,1.2201875,what is the weather like,what is the weather like,What is the weather like?,what is the weather like,0.0,0,0,0,5
svarah_00114,Sindhi,Indo-Aryan,Male,3.104625,what's the recipe for pasta sauce,what's the recipe for pasta sauce,not the recipe for pasta sauce.,not the recipe for pasta sauce,0.16666666666666666,1,0,0,6
svarah_00115,Urdu,Indo-Aryan,Male,1.050125,etc,etc,"That's it, Troll.",that's it troll,3.0,1,0,2,1
svarah_00118,Tamil,Dravidian,Female,9.166,The season or the climate in my district is generally dry and it's a comfortable weather. It's not very sunny or very cold.,the season or the climate in my district is generally dry and it's a comfortable weather it's not very sunny or very cold,The season or the climate in my district is generally dry and it's a comfortable weather. It's not very sunny or very cold.,the season or the climate in my district is generally dry and it's a comfortable weather it's not very sunny or very cold,0.0,0,0,0,23
svarah_00119,Bengali,Indo-Aryan,Male,22.449875,"My favorite English TV show is Breaking Bad. I didn't watch it live when it started broadcasting, but I watched it later and when I watched it there were five seasons and it was extremely thrilling, grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise.",my favorite english tv show is breaking bad i didn't watch it live when it started broadcasting but i watched it later and when i watched it there were five seasons and it was extremely thrilling grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise,"My favourite English TV show is Breaking Back. I didn't watch it live when it started broadcasting. But I watched it later and when I watched it there were five seasons and it was extremely thrilling, creepy and all the familiar issues and other external societal issues has been addressed with such great expertise.",my favourite english tv show is breaking back i didn't watch it live when it started broadcasting but i watched it later and when i watched it there were five seasons and it was extremely thrilling creepy and all the familiar issues and other external societal issues has been addressed with such great expertise,0.07272727272727272,3,1,0,55
svarah_00124,Gujarati,Indo-Aryan,Male,8.4653125,In my district there are significant amount of English medium and Gujarati medium schools,in my district there are significant amount of english medium and gujarati medium schools,In my district there are significant amount of English medium and Gujarat medium schools.,in my district there are significant amount of english medium and gujarat medium schools,0.07142857142857142,1,0,0,14
svarah_00125,Telugu,Dravidian,Female,4.7889375,A substitution of an entire unit at once is called a line change.,a substitution of an entire unit at once is called a line change,A substitution of an entire unit at once is called a line change.,a substitution of an entire unit at once is called a line change,0.0,0,0,0,13
svarah_00126,Bengali,Indo-Aryan,Male,3.0620625,Technology has severely impacted the field of photography,technology has severely impacted the field of photography,Technology has severely impacted the field of photography.,technology has severely impacted the field of photography,0.0,0,0,0,8
svarah_00130,Urdu,Indo-Aryan,Male,6.2666875,The promotion of consumption patterns characterized by over-exploitation,the promotion of consumption patterns characterized by over exploitation,the promotion of consumption patterns characterized by over exploitation.,the promotion of consumption patterns characterized by over exploitation,0.0,0,0,0,9
svarah_00132,Nepali,Indo-Aryan,Female,0.8499375,in,in,In.,in,0.0,0,0,0,1
svarah_00135,Dogri,Indo-Aryan,Male,1.11025,4 October,4 october,for a Cuba.,for a cuba,1.5,2,0,1,2
svarah_00136,Maithili,Indo-Aryan,Female,1.9326875,what alarms have been set for me,what alarms have been set for me,What alums have been said for me?,what alums have been said for me,0.2857142857142857,2,0,0,7
svarah_00137,Gujarati,Indo-Aryan,Female,4.1276875,"Yes, I have read a book other than my native language",yes i have read a book other than my native language,"Yes, I have read a book other than my native language.",yes i have read a book other than my native language,0.0,0,0,0,11
svarah_00140,Maithili,Indo-Aryan,Male,0.4999375,Tikri,tikri,Pickry.,pickry,1.0,1,0,0,1
svarah_00144,Konkani,Indo-Aryan,Male,2.0,churches across the state,churches across the state,purchase across the state.,purchase across the state,0.25,1,0,0,4
svarah_00146,Dogri,Indo-Aryan,Male,3.8480625,"which are especially celebrated with full swings in our state, Jammu and Kashmir are",which are especially celebrated with full swings in our state jammu and kashmir are,"which are specially celebrated with full swings in our state, Jamun Kashmir.",which are specially celebrated with full swings in our state jamun kashmir,0.2857142857142857,2,2,0,14
svarah_00150,Nepali,Indo-Aryan,Male,7.4143125,"of her life, how she became a writer from a poor dump.",of her life how she became a writer from a poor dump,of our life. How she became a writer from a poor domed.,of our life how she became a writer from a poor domed,0.16666666666666666,2,0,0,12
svarah_00153,Punjabi,Indo-Aryan,Female,8.68,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.",in punjab so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000,"In Punjab, so many hockey stadium and cycling value drum with the capacity of the 5,000 to 10,000.",in punjab so many hockey stadium and cycling value drum with the capacity of the 5 000 to 10 000,0.4375,3,0,4,16
svarah_00162,Bengali,Indo-Aryan,Male,0.65325,newspaper,newspaper,Needs paper.,needs paper,2.0,1,0,1,1
svarah_00163,Telugu,Dravidian,Female,0.56525,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00164,Odia,Indo-Aryan,Male,15.870625,Can you check if the OTP 647399 is still valid for vaccine registration for user with phone number 71615084958,can you check if the otp 647399 is still valid for vaccine registration for user with phone number 71615084958,can you check if the OTP 6473.09 is still valid for vaccine registration for user with the phone number 7161 508498.,can you check if the otp 6473 09 is still valid for vaccine registration for user with the phone number 7161 508498,0.2631578947368421,2,0,3,19
svarah_00165,Assamese,Indo-Aryan,Male,4.3510625,and ask deeply personal questions or anything relating to finance.,and ask deeply personal questions or anything relating to finance,and ask deeply personal questions or anything relating to finance.,and ask deeply personal questions or anything relating to finance,0.0,0,0,0,10
svarah_00168,Konkani,Indo-Aryan,Male,4.3731875,The brand of Ambipur Car Freshener Gel I recieved is not correct,the brand of ambipur car freshener gel i recieved is not correct,The brand of MVP or car freshener gel I received is not correct.,the brand of mvp or car freshener gel i received is not correct,0.25,2,0,1,12
svarah_00169,Gujarati,Indo-Aryan,Male,5.4046875,There was a movie called What's your Raashee which was based on that book.,there was a movie called what's your raashee which was based on that book,There was a movie called What Sir Rashi which was based on that book.,there was a movie called what sir rashi which was based on that book,0.21428571428571427,3,0,0,14
svarah_00170,Tamil,Dravidian,Male,0.173625,Off,off,I'll,i'll,1.0,1,0,0,1
svarah_00173,Malayalam,Dravidian,Male,6.0723125,"How is the English language used in the media such as radio, television and print?",how is the english language used in the media such as radio television and print,"How is the English language used in the media, such as radio, television and print?",how is the english language used in the media such as radio television and print,0.0,0,0,0,15
svarah_00177,Malayalam,Dravidian,Male,0.530375,Dog,dog,Dog.,dog,0.0,0,0,0,1
svarah_00184,Odia,Indo-Aryan,Female,0.42075,One,one,One.,one,0.0,0,0,0,1
svarah_00185,Assamese,Indo-Aryan,Male,1.895125,Stop processing the payment for Amazon,stop processing the payment for amazon,Stop processing the payment for Amazon.,stop processing the payment for amazon,0.0,0,0,0,6
svarah_00189,Bodo,Sino-Tibetan,Male,8.826,is the largest state in northeast India and lies in the middle reach of the river Brahmaputra and Barak,is the largest state in northeast india and lies in the middle reach of the river brahmaputra and barak,is the largest state in Noris India and lies in the middle reach of the river Ramaputra and Bara.,is the largest state in noris india and lies in the middle reach of the river ramaputra and bara,0.15789473684210525,3,0,0,19
svarah_00191,Malayalam,Dravidian,Female,9.38375,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",christmas is observed with great merriment by christians of various denominations including catholics and protestants throughout assam,Christmas is observed with great marimant by Christians of various denominations including Catholics and Protestants throughout Assam.,christmas is observed with great marimant by christians of various denominations including catholics and protestants throughout assam,0.058823529411764705,1,0,0,17
svarah_00194,Kannada,Dravidian,Male,0.5214375,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00195,Kannada,Dravidian,Male,5.864125,as my profession was in chemistry and chemical engineering,as my profession was in chemistry and chemical engineering,As my profession was in chemistry and chemical engineering.,as my profession was in chemistry and chemical engineering,0.0,0,0,0,9
svarah_00199,Telugu,Dravidian,Female,6.088875,"Padmavati, Venkateshwar Rao, Kalyan Chakravarty, Jhansi Lakshmi, Meenakshi.",padmavati venkateshwar rao kalyan chakravarty jhansi lakshmi meenakshi,"Patmawati, Venkatesevarro, Aliyanjakravati, Jansilakshmi, Minakshi.",patmawati venkatesevarro aliyanjakravati jansilakshmi minakshi,1.0,5,3,0,8
svarah_00200,Punjabi,Indo-Aryan,Female,7.204625,"Most people here are engaged in businesses of various sorts, which contribute greatly to the overall economy of the district",most people here are engaged in businesses of various sorts which contribute greatly to the overall economy of the district,Most people have a range of businesses of various sorts which contribute greatly to the overall economy of the district.,most people have a range of businesses of various sorts which contribute greatly to the overall economy of the district,0.2,4,0,0,20
svarah_00204,Gujarati,Indo-Aryan,Male,6.9871875,Can you list all the Paid vaccination centres for age group 18+ years in district Chatra,can you list all the paid vaccination centres for age group 18 years in district chatra,Can you list all the paid vaccination centers for age group 18 plus years in district Chatra?,can you list all the paid vaccination centers for age group 18 plus years in district chatra,0.125,1,0,1,16
svarah_00206,Malayalam,Dravidian,Female,0.4315625,Visual,visual,this way.,this way,2.0,1,0,1,1
svarah_00208,Urdu,Indo-Aryan,Female,0.464125,Agree,agree,Agreed.,agreed,1.0,1,0,0,1
svarah_00209,Tamil,Dravidian,Female,9.7029375,Can you list all the vaccination centres where Booster Dose of COVOVAX is available for age groups 15-17 years,can you list all the vaccination centres where booster dose of covovax is available for age groups 15 17 years,Can you list all the vaccination centers where booster dose of covo vax is available for age groups 15 to 17 years?,can you list all the vaccination centers where booster dose of covo vax is available for age groups 15 to 17 years,0.2,2,0,2,20
svarah_00211,Bengali,Indo-Aryan,Male,0.592125,Next,next,next,next,0.0,0,0,0,1
svarah_00213,Bengali,Indo-Aryan,Male,0.865875,Moby Dick,moby dick,movie,movie,1.0,1,1,0,2
svarah_00214,Dogri,Indo-Aryan,Female,12.2610625,"Has the payment been confirmed for my order containing Farmveda Choco Peanuts , American Garden Microwave Popcorn and Natureland Organics Black Pepper",has the payment been confirmed for my order containing farmveda choco peanuts american garden microwave popcorn and natureland organics black pepper,"Has the payment been confirmed for my order containing form with a coco pinnets, American Garden Microwave, Popcorn and Nature Land Organics Black Paper?",has the payment been confirmed for my order containing form with a coco pinnets american garden microwave popcorn and nature land organics black paper,0.38095238095238093,5,0,3,21
svarah_00215,Odia,Indo-Aryan,Female,4.0385,Remove my finger print from PayPal and keep PIN option only!,remove my finger print from paypal and keep pin option only,Remove my finger print from paper and keep pin option only.,remove my finger print from paper and keep pin option only,0.09090909090909091,1,0,0,11
svarah_00218,Telugu,Dravidian,Female,0.78375,Skip,skip,Skip.,skip,0.0,0,0,0,1
svarah_00219,Bodo,Sino-Tibetan,Male,0.515125,Bird,bird,Bird.,bird,0.0,0,0,0,1
svarah_00221,Assamese,Indo-Aryan,Male,4.881,The items Pediasure Balanced Nutritional Powder,the items pediasure balanced nutritional powder,"The items, various you will balance nutritional burden, high bill",the items various you will balance nutritional burden high bill,1.1666666666666667,3,0,4,6
svarah_00222,Kannada,Dravidian,Female,5.259375,"though okay, but making it compulsory or a kind of",though okay but making it compulsory or a kind of,"though ok, but making it compulsory or a kind of a",though ok but making it compulsory or a kind of a,0.2,1,0,1,10
svarah_00223,Punjabi,Indo-Aryan,Female,5.7989375,"Besides, there are 32 dormitories that can accommodate 1,000 people.",besides there are 32 dormitories that can accommodate 1 000 people,"Besides, there are 32 dormitories that can accommodate 1000 people.",besides there are 32 dormitories that can accommodate 1000 people,0.18181818181818182,1,1,0,11
svarah_00226,Malayalam,Dravidian,Female,10.8981875,"Later, if we compare the English language to other languages such as Malayalam, Hindi, Tamil, etc",later if we compare the english language to other languages such as malayalam hindi tamil etc,"later if we compare the English language to other languages such as Malayalam Hindi, Tamil etc.",later if we compare the english language to other languages such as malayalam hindi tamil etc,0.0,0,0,0,16
svarah_00233,Kannada,Dravidian,Female,5.98025,But the particular importance is given to the families with the BPL cards,but the particular importance is given to the families with the bpl cards,but the particular importance is we want to the families with the BPL cards.,but the particular importance is we want to the families with the bpl cards,0.15384615384615385,1,0,1,13
svarah_00238,Malayalam,Dravidian,Female,7.8,"still here, like that the Roman and Greek gods are still among us even in the modern",still here like that the roman and greek gods are still among us even in the modern,"still here, that the Roman and Greek gods are still among us, even in the modern",still here that the roman and greek gods are still among us even in the modern,0.058823529411764705,0,1,0,17
svarah_00245,Maithili,Indo-Aryan,Male,25.0050625,"I later realized when I had left. When I came back there, a gentleman had deposited my wallet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Malda station, Rs. 20 was being taken for Rs. 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",i later realized when i had left when i came back there a gentleman had deposited my wallet at the bus stand office it was a pleasant experience for me i remember another experience where at malda station rs 20 was being taken for rs 15 water bottle and on protesting the vendor went on a rampage the local people saved us,"I later arrived when I had lived, when I came back there, I gentleman had depolited my valet at the bus stand office. It was a pleasant experience for me. I remember another experience where at Maldash station, rupees 20 while being taken for rupees 15 water bottle. And on protesting, the vendor went on a rampage. The local people saved us.",i later arrived when i had lived when i came back there i gentleman had depolited my valet at the bus stand office it was a pleasant experience for me i remember another experience where at maldash station rupees 20 while being taken for rupees 15 water bottle and on protesting the vendor went on a rampage the local people saved us,0.14516129032258066,9,0,0,62
svarah_00249,Kashmiri,Indo-Aryan,Female,0.297,Up,up,Up,up,0.0,0,0,0,1
svarah_00254,Marathi,Indo-Aryan,Female,3.25825,Can I invest in mutual funds through my Google Pay,can i invest in mutual funds through my google pay,Can I invest in mutual funds through my Google Pay?,can i invest in mutual funds through my google pay,0.0,0,0,0,10
svarah_00256,Bengali,Indo-Aryan,Female,5.48,"or it was on some occasion, especially during the Durga",or it was on some occasion especially during the durga,or it was for some on some occasion especially during the Durga,or it was for some on some occasion especially during the durga,0.2,0,0,2,10
svarah_00259,Tamil,Dravidian,Female,3.1883125,"I used, it is very much helpful",i used it is very much helpful,I used it is very much helpful.,i used it is very much helpful,0.0,0,0,0,7
svarah_00260,Gujarati,Indo-Aryan,Male,5.5070625,A few tributaries form marshy land in early dry season due to natural seepage,a few tributaries form marshy land in early dry season due to natural seepage,A few tributaries form Marcilen in early dry season due to natural sea page.,a few tributaries form marcilen in early dry season due to natural sea page,0.2857142857142857,2,1,1,14
svarah_00261,Tamil,Dravidian,Female,16.4194375,"Another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources, water being the main. Resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water",another issue is the rise of resorts and entertainment centers which have ruthlessly exploited natural resources water being the main resorts have misused this resource and villages have faced major issues due to critically low levels of available ground water,Another issue is the rise of results in entertainment centers which have rapidly exploited natural resources. Water being the main. Results have misused this resource and villages have faced major issues due to critically low levels of available ground-quart water.,another issue is the rise of results in entertainment centers which have rapidly exploited natural resources water being the main results have misused this resource and villages have faced major issues due to critically low levels of available ground quart water,0.125,4,0,1,40
svarah_00266,Kashmiri,Indo-Aryan,Female,2.624375,"Alexa,I need a six am wake up call.",alexa i need a six am wake up call,"Alexa, I need to 6am wake up call.",alexa i need to 6am wake up call,0.3333333333333333,2,1,0,9
svarah_00267,Bengali,Indo-Aryan,Male,2.366125,"English is the preferred medium, but",english is the preferred medium but,English is the preferred medium but,english is the preferred medium but,0.0,0,0,0,6
svarah_00269,Konkani,Indo-Aryan,Female,1.8738125,to UPI id,to upi id,to UPIID.,to upiid,0.6666666666666666,1,1,0,3
svarah_00270,Kannada,Dravidian,Female,1.179875,in Karnataka,in karnataka,In Karnataka.,in karnataka,0.0,0,0,0,2
svarah_00273,Gujarati,Indo-Aryan,Female,0.641125,Bhajan,bhajan,"Bye, Jen.",bye jen,2.0,1,0,1,1
svarah_00279,Urdu,Indo-Aryan,Male,5.1274375,Change my JIO Money lock from phone's password to a NUMBER-digit pin.,change my jio money lock from phone's password to a number digit pin,Change my Geomanilog from Fonds Password to an Embedded Jipin.,change my geomanilog from fonds password to an embedded jipin,0.6153846153846154,5,3,0,13
svarah_00281,Gujarati,Indo-Aryan,Male,2.8975625,"As you sow, so shall you reap.",as you sow so shall you reap,as you saw social you reap.,as you saw social you reap,0.42857142857142855,2,1,0,7
svarah_00284,Urdu,Indo-Aryan,Male,4.0454375,it is India's first UNESCO World Heritage City,it is india's first unesco world heritage city,It is India's first UNESCO World Heritage City.,it is india's first unesco world heritage city,0.0,0,0,0,8
svarah_00287,Marathi,Indo-Aryan,Male,1.971625,which is supplied to sugar mills,which is supplied to sugar mills,which is supplied to sugar mills.,which is supplied to sugar mills,0.0,0,0,0,6
svarah_00288,Assamese,Indo-Aryan,Male,3.057875,Can I invest in mutual funds through my Yono SBI,can i invest in mutual funds through my yono sbi,Can I invest in mutual funds through my Yono SBA?,can i invest in mutual funds through my yono sba,0.1,1,0,0,10
svarah_00290,Telugu,Dravidian,Female,0.8258125,Bharti,bharti,Baratil.,baratil,1.0,1,0,0,1
svarah_00291,Telugu,Dravidian,Female,6.090375,when you color they are very glossy and shining.,when you color they are very glossy and shining,When you color they are very glossy and shiny.,when you color they are very glossy and shiny,0.1111111111111111,1,0,0,9
